"Package";"Version";"License";"NeedsCompilation";"recDep";"depLen";"OBSpkg";"File";"OBSVersion"
"jsonstat";"0.0.2";"MIT + file LICENSE";"no";"cli dplyr jsonlite rlang assertthat crayon glue fansi ellipsis generics lifecycle magrittr R6 tibble tidyselect vctrs pillar pkgconfig purrr digest utf8";21;NA;NA;NA
"jsonvalidate";"1.1.0";"MIT + file LICENSE";"no";"V8 Rcpp jsonlite curl";4;NA;NA;NA
"jsr223";"0.3.4";"GPL (>= 2) | BSD_3_clause + file LICENSE";"no";"jdx rJava R6 curl";4;NA;NA;NA
"jstable";"0.9.5";"Apache License 2.0";"no";"geepack lme4 data.table labelled tableone coxme survey dplyr purrr magrittr tibble car carData abind pbkrtest quantreg maptools rio bdsmatrix ellipsis generics glue lifecycle R6 rlang tidyselect vctrs broom haven minqa nloptr statmod Rcpp RcppEigen numDeriv mitools e1071 zoo gmodels lmerTest cli crayon fansi pillar pkgconfig backports reshape2 stringr tidyr assertthat gdata forcats hms readr ggplot2 sp DBI utf8 SparseM MatrixModels curl readxl openxlsx digest gtools gtable isoband scales withr zip stringi clipr BH cellranger progress plyr rematch testthat prettyunits farver labeling munsell RColorBrewer viridisLite colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr processx ps";95;NA;NA;NA
"jstor";"0.3.9";"GPL-3 | file LICENSE";"no";"dplyr tidyr purrr xml2 magrittr stringr readr tibble rlang furrr pryr crayon cli assertthat glue fansi ellipsis generics lifecycle R6 tidyselect vctrs future globals Rcpp hms clipr BH stringi pillar pkgconfig digest listenv utf8";34;NA;NA;NA
"jsTree";"1.0.1";"GPL-2 | GPL-3";"no";"htmlwidgets jsonlite data.table htmltools yaml digest Rcpp rlang";8;NA;NA;NA
"jtGWAS";"1.5.1";"GPL (>= 2)";"yes";"Rcpp";1;"R-jtGWAS";"jtGWAS_1.5.1.tar.gz";"1.5.1"
"jtools";"2.0.5";"MIT + file LICENSE";"no";"crayon generics ggplot2 magrittr pander pkgconfig rlang tibble digest glue gtable isoband scales withr Rcpp cli ellipsis fansi lifecycle pillar vctrs assertthat testthat utf8 farver labeling munsell R6 RColorBrewer viridisLite colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";43;NA;NA;NA
"jtrans";"0.2.1";"GPL-2";"no";"";0;"R-jtrans";"jtrans_0.2.1.tar.gz";"0.2.1"
"jubilee";"0.3.3";"Artistic-2.0";"no";"yaml xts zoo readxl data.table dplyr ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs cellranger Rcpp progress rematch hms prettyunits crayon cli fansi pillar pkgconfig purrr digest assertthat utf8";31;NA;NA;NA
"Julia";"1.1";"GPL-3";"no";"";0;"R-Julia";"Julia_1.1.tar.gz";"1.1"
"JuliaCall";"0.17.1";"MIT + file LICENSE";"yes";"Rcpp knitr evaluate highr markdown stringr yaml xfun mime glue magrittr stringi";12;NA;NA;NA
"JuliaConnectoR";"0.6.0";"MIT + file LICENCE";"no";"";0;"R-JuliaConnectoR";"JuliaConnectoR_0.6.0.tar.gz";"0.6.0"
"JumpTest";"1.1";"MIT + file LICENSE";"yes";"Rcpp RcppEigen";2;"R-JumpTest";"JumpTest_1.1.tar.gz";"1.1"
"junctions";"1.1";"GPL (>= 2)";"yes";"Rcpp";1;"R-junctions";"junctions_1.1.tar.gz";"1.1"
"justifier";"0.1.0";"GPL (>= 2)";"no";"data.tree DiagrammeR purrr ufs yum R6 stringr dplyr downloader glue htmltools htmlwidgets igraph influenceR magrittr RColorBrewer readr rlang rstudioapi scales tibble tidyr viridis visNetwork digest diptest GGally ggplot2 ggrepel ggridges gridExtra gtable knitr pander plyr SuppDists yaml ellipsis generics lifecycle tidyselect vctrs progress reshape isoband withr Rcpp jsonlite pkgconfig evaluate highr markdown xfun hms clipr crayon BH farver labeling munsell viridisLite stringi cli fansi pillar assertthat testthat mime colorspace utf8 prettyunits pkgload praise desc pkgbuild rprojroot callr backports processx ps";80;NA;NA;NA
"jvcoords";"1.0.2";"GPL-3";"no";"";0;"R-jvcoords";"jvcoords_1.0.2.tar.gz";"1.0.2"
"jvnVaR";"1.0";"GPL-3";"no";"";0;"R-jvnVaR";"jvnVaR_1.0.tar.gz";"1.0"
"JWileymisc";"1.1.1";"GPL (>= 3)";"no";"multcompView emmeans data.table ggthemes ggplot2 cowplot mice psych rms robustbase quantreg lavaan VGAM lme4 extraoperators gtable rlang scales estimability numDeriv plyr mvtnorm xtable digest glue isoband tibble withr purrr stringr mnormt pbivnorm minqa nloptr statmod Rcpp RcppEigen broom dplyr tidyr SparseM MatrixModels Hmisc polspline multcomp htmlTable htmltools DEoptimR backports generics reshape2 ellipsis lifecycle magrittr R6 tidyselect vctrs Formula latticeExtra acepack gridExtra viridis base64enc knitr checkmate htmlwidgets rstudioapi testthat tmvnsim TH.data sandwich farver labeling munsell RColorBrewer viridisLite stringi cli crayon fansi pillar pkgconfig assertthat jsonlite yaml evaluate highr markdown xfun png jpeg colorspace utf8 zoo pkgload praise mime desc pkgbuild rprojroot callr prettyunits processx ps";104;NA;NA;NA
"jwutil";"1.2.3";"GPL-3";"yes";"Rcpp testthat cli crayon digest ellipsis evaluate magrittr pkgload praise R6 rlang withr assertthat glue fansi desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";25;NA;NA;NA
"kableExtra";"1.1.0";"MIT + file LICENSE";"no";"knitr magrittr stringr xml2 rvest rmarkdown readr scales viridisLite htmltools rstudioapi glue webshot digest Rcpp rlang evaluate highr markdown yaml xfun tibble hms R6 clipr crayon BH base64enc jsonlite mime tinytex httr selectr farver labeling lifecycle munsell RColorBrewer stringi callr processx pkgconfig vctrs curl openssl colorspace cli ellipsis fansi pillar assertthat askpass utf8 ps sys";55;NA;NA;NA
"kader";"0.0.8";"GPL-3";"no";"";0;"R-kader";"kader_0.0.8.tar.gz";"0.0.8"
"kamila";"0.1.2";"GPL-3 | file LICENSE";"yes";"abind gtools Rcpp plyr";4;"R-kamila";"kamila_0.1.2.tar.gz";"0.1.2"
"kangar00";"1.4";"GPL-2";"no";"bigmemory sqldf biomaRt KEGGgraph CompQuadForm data.table igraph Rcpp bigmemory.sri BH magrittr pkgconfig gsubfn proto RSQLite DBI chron bit64 blob memoise plogr bit rlang vctrs digest ellipsis glue";27;NA;NA;NA
"KANT";"2.0";"GPL";"no";"affy Biobase";2;NA;NA;NA
"kaos";"0.1.2";"GPL (>= 2)";"no";"ggplot2 reshape2 digest glue gtable isoband rlang scales tibble withr plyr Rcpp stringr testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite magrittr stringi cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";45;NA;NA;NA
"kaphom";"0.3";"GPL-3";"no";"";0;"R-kaphom";"kaphom_0.3.tar.gz";"0.3"
"KappaGUI";"2.0.2";"GPL (>= 2)";"no";"shiny irr lpSolve httpuv mime jsonlite xtable digest htmltools R6 sourcetools later promises crayon rlang fastmap Rcpp BH magrittr";19;NA;NA;NA
"kappalab";"0.4-7";"CeCILL";"yes";"lpSolve quadprog kernlab";3;NA;NA;NA
"kappaSize";"1.2";"GPL (>= 2)";"no";"";0;"R-kappaSize";"kappaSize_1.2.tar.gz";"1.2"
"KappaV";"0.3";"GPL (>= 2)";"no";"PresenceAbsence maptools rgeos sp";4;NA;NA;NA
"kaps";"1.0.2";"GPL-3";"yes";"Formula coin libcoin matrixStats modeltools mvtnorm multcomp TH.data sandwich zoo";10;NA;NA;NA
"karaoke";"1.0";"GPL-3";"no";"tuneR seewave signal";3;NA;NA;NA
"KarsTS";"2.3";"GPL (>= 2)";"no";"circular MVN tcltk2 tkrplot tseriesChaos stlplus tseries forecast stinepack missForest nonlinearTseries zoo rgl infotheo plot3D mvtnorm colorspace fracdiff ggplot2 lmtest magrittr Rcpp timeDate urca RcppArmadillo randomForest foreach itertools nortest moments robustbase mvoutlier plyr psych energy kableExtra car misc3d htmlwidgets htmltools knitr jsonlite shiny crosstalk manipulateWidget yaImpute quadprog quantmod deSolve carData abind pbkrtest quantreg maptools rio lme4 lazyeval R6 iterators digest glue gtable isoband rlang scales tibble withr yaml stringr xml2 rvest rmarkdown readr viridisLite rstudioapi webshot evaluate highr markdown xfun miniUI base64enc sgeostat robCompositions mnormt xts TTR curl DEoptimR httpuv mime xtable sourcetools later promises crayon fastmap BH testthat minqa nloptr statmod RcppEigen sp tmvnsim SparseM MatrixModels hms clipr haven data.table readxl openxlsx tinytex pls cvTools e1071 rrcov fpc GGally kernlab mclust sROC tidyr VIM zCompositions reshape2 httr selectr farver labeling lifecycle munsell RColorBrewer stringi cli ellipsis fansi pillar pkgconfig vctrs callr processx assertthat flexmix prabclus diptest progress reshape forcats tidyselect openssl zip utf8 cellranger pcaPP pkgload praise dplyr purrr vcd laeken ranger NADA truncnorm rematch generics modeltools askpass desc pkgbuild rprojroot ps prettyunits sys backports";176;NA;NA;NA
"kayadata";"0.4.3";"MIT + file LICENSE";"no";"ggplot2 magrittr forcats dplyr tidyr stringr scales ellipsis generics glue lifecycle R6 rlang tibble tidyselect vctrs digest gtable isoband withr farver labeling munsell RColorBrewer viridisLite stringi purrr Rcpp testthat colorspace cli crayon fansi pillar pkgconfig assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";49;NA;NA;NA
"kazaam";"0.1-0";"BSD 2-clause License + file LICENSE";"yes";"pbdMPI rlecuyer float";3;NA;NA;NA
"KbMvtSkew";"1.0.2";"GPL-3";"no";"";0;"R-KbMvtSkew";"KbMvtSkew_1.0.2.tar.gz";"1.0.2"
"kcirt";"0.6.0";"GPL (>= 2)";"no";"mvtnorm snowfall corpcor snow";4;"R-kcirt";"kcirt_0.6.0.tar.gz";"0.6.0"
"kcopula";"0.1.0";"GPL-3";"no";"pracma";1;"R-kcopula";"kcopula_0.1.0.tar.gz";"0.1.0"
"kcpRS";"1.0.0";"GPL (>= 2)";"yes";"RColorBrewer roll foreach doParallel Rcpp iterators RcppParallel RcppArmadillo";8;NA;NA;NA
"KCSKNNShiny";"0.1.0";"GPL-2";"no";"shiny rhandsontable dplyr caret FNN ggplot2 foreach plyr ModelMetrics reshape2 recipes withr pROC ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs jsonlite htmlwidgets httpuv mime xtable digest htmltools sourcetools later promises crayon fastmap iterators gtable isoband scales Rcpp yaml BH data.table gower ipred lubridate purrr tidyr timeDate stringr cli fansi pillar pkgconfig assertthat prodlim testthat utf8 farver labeling munsell RColorBrewer viridisLite stringi colorspace lava evaluate pkgload praise numDeriv SQUAREM desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";80;NA;NA;NA
"KCSNBShiny";"0.1.0";"GPL-2";"no";"shiny rhandsontable dplyr caret e1071 ggplot2 foreach plyr ModelMetrics reshape2 recipes withr pROC ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs jsonlite htmlwidgets httpuv mime xtable digest htmltools sourcetools later promises crayon fastmap iterators gtable isoband scales Rcpp yaml BH data.table gower ipred lubridate purrr tidyr timeDate stringr cli fansi pillar pkgconfig assertthat prodlim testthat utf8 farver labeling munsell RColorBrewer viridisLite stringi colorspace lava evaluate pkgload praise numDeriv SQUAREM desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";80;NA;NA;NA
"kde1d";"1.0.2";"MIT + file LICENSE";"yes";"Rcpp randtoolbox BH RcppEigen rngWELL";5;NA;NA;NA
"kdecopula";"0.9.2";"GPL-3";"yes";"locfit qrng Rcpp quadprog RcppArmadillo randtoolbox copula colorspace gsl ADGofTest stabledist mvtnorm pcaPP pspline numDeriv rngWELL";16;NA;NA;NA
"kdensity";"1.0.1";"MIT + file LICENSE";"no";"assertthat";1;"R-kdensity";"kdensity_1.0.1.tar.gz";"1.0.1"
"kdetrees";"0.1.5";"GPL-2";"no";"ape distory ggplot2 Rcpp digest glue gtable isoband rlang scales tibble withr testthat farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi magrittr pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";43;NA;NA;NA
"kdevine";"0.4.2";"GPL-3";"yes";"Rcpp qrng cctools kdecopula VineCopula doParallel foreach RcppArmadillo iterators locfit quadprog randtoolbox copula mvtnorm ADGofTest colorspace gsl stabledist pcaPP pspline numDeriv rngWELL";22;NA;NA;NA
"kdist";"0.2";"GPL-3";"no";"";0;"R-kdist";"kdist_0.2.tar.gz";"0.2"
"kdtools";"0.4.1";"MIT + file LICENSE";"yes";"Rcpp strider BH";3;NA;NA;NA
"KDViz";"1.3.1";"GPL (>= 2)";"no";"htmlwidgets igraph mpa networkD3 rvest stringr tm xml2 htmltools jsonlite yaml magrittr pkgconfig network httr selectr glue stringi NLP Rcpp slam BH digest rlang curl mime openssl R6 tibble askpass cli crayon ellipsis fansi lifecycle pillar vctrs sys assertthat utf8";40;NA;NA;NA
"kedd";"1.0.3";"GPL (>= 2)";"no";"";0;"R-kedd";"kedd_1.0.3.tar.gz";"1.0.3"
"keep";"1.0";"GPL";"no";"";0;"R-keep";"keep_1.0.tar.gz";"1.0"
"kehra";"0.1";"GPL-3";"no";"Hmisc raster reshape2 stringr sp xts zoo Formula ggplot2 latticeExtra acepack gtable gridExtra data.table htmlTable viridis htmltools base64enc Rcpp plyr glue magrittr stringi digest isoband rlang scales tibble withr knitr checkmate htmlwidgets rstudioapi png jpeg RColorBrewer viridisLite backports jsonlite yaml testthat evaluate highr markdown xfun farver labeling lifecycle munsell R6 cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat mime colorspace utf8 pkgload praise desc pkgbuild rprojroot callr prettyunits processx ps";70;NA;NA;NA
"kelvin";"2.0-0";"GPL (>= 2)";"no";"Bessel Rmpfr gmp";3;NA;NA;NA
"Kendall";"2.2";"GPL (>= 2)";"yes";"";0;"R-Kendall";"Kendall_2.2.tar.gz";"2.2"
"kendallRandomWalks";"0.9.4";"MIT + file LICENSE";"no";"ggplot2 dplyr tibble actuar expint ellipsis generics glue lifecycle magrittr R6 rlang tidyselect vctrs digest gtable isoband scales withr cli crayon fansi pillar pkgconfig assertthat Rcpp testthat utf8 farver labeling munsell RColorBrewer viridisLite purrr colorspace evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";47;NA;NA;NA
"KENDL";"1.1";"GPL-2";"no";"";0;"R-KENDL";"KENDL_1.1.tar.gz";"1.1"
"KenSyn";"0.3";"LGPL-3";"no";"lme4 metafor minqa nloptr statmod Rcpp RcppEigen";7;NA;NA;NA
"kequate";"1.6.3";"GPL-2 | GPL-3";"no";"ltm equateIRT mirt statmod msm polycor GPArotation Rcpp vegan Deriv dcurver RcppArmadillo mvtnorm expm permute";15;NA;NA;NA
"keras";"2.3.0.0";"MIT + file LICENSE";"no";"generics reticulate tensorflow tfruns magrittr zeallot R6 jsonlite rappdirs Rcpp config processx yaml rstudioapi base64enc whisker tidyselect rlang ps ellipsis glue purrr vctrs digest";24;NA;NA;NA
"kerasR";"0.6.1";"LGPL-2";"no";"reticulate jsonlite rappdirs Rcpp";4;NA;NA;NA
"kerastuneR";"0.1.0.2";"Apache License 2.0";"no";"reticulate tensorflow rstudioapi plotly data.table RJSONIO rjson tidyjson dplyr echarts4r magick crayon keras ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs htmlwidgets purrr countrycode d3r broom shiny scales corrplot data.tree htmltools jsonlite stringi tfruns zeallot Rcpp curl ggplot2 httr digest viridisLite base64enc tidyr hexbin RColorBrewer lazyeval crosstalk promises rappdirs config processx yaml assertthat backports reshape2 stringr gtable isoband withr mime openssl ps later farver labeling munsell httpuv xtable sourcetools fastmap whisker cli fansi pillar pkgconfig BH testthat colorspace askpass utf8 plyr sys evaluate pkgload praise desc pkgbuild rprojroot callr prettyunits";92;NA;NA;NA
"kerdiest";"1.2";"GPL (>= 2)";"no";"date chron evir";3;"R-kerdiest";"kerdiest_1.2.tar.gz";"1.2"
"KERE";"1.0.0";"GPL-2";"yes";"";0;"R-KERE";"KERE_1.0.0.tar.gz";"1.0.0"
"kergp";"0.5.1";"GPL-3";"yes";"Rcpp testthat nloptr numDeriv doParallel doFuture globals future foreach iterators cli crayon digest ellipsis evaluate magrittr pkgload praise R6 rlang withr assertthat glue fansi listenv desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";34;NA;NA;NA
"kerndwd";"2.0.2";"GPL-2";"yes";"";0;"R-kerndwd";"kerndwd_2.0.2.tar.gz";"2.0.2"
"kernelboot";"0.1.7";"GPL-2";"yes";"Rcpp future future.apply digest globals listenv";6;NA;NA;NA
"kernelFactory";"0.3.0";"GPL (>= 2)";"no";"randomForest AUC genalg kernlab";4;"R-kernelFactory";"kernelFactory_0.3.0.tar.gz";"0.3.0"
"Kernelheaping";"2.2.2";"GPL-2 | GPL-3";"no";"ks sparr sp plyr fastmatch magrittr mvtnorm FNN kernlab mclust multicool Rcpp spatstat spatstat.utils doParallel foreach misc3d iterators spatstat.data deldir abind tensor polyclip goftest";24;NA;NA;NA
"KernelKnn";"1.1.0";"MIT + file LICENSE";"yes";"Rcpp RcppArmadillo";2;"R-KernelKnn";"KernelKnn_1.1.0.tar.gz";"1.1.0"
"kernelPSI";"1.1.1";"GPL (>= 2)";"yes";"Rcpp CompQuadForm pracma kernlab lmtest RcppArmadillo zoo";7;"R-kernelPSI";"kernelPSI_1.1.1.tar.gz";"1.1.1"
"kernelTDA";"1.0.0";"GPL-3";"yes";"Rcpp mvtnorm Rdpack RcppEigen BH bibtex gbRd stringr glue magrittr stringi";11;NA;NA;NA
"kernhaz";"0.1.0";"GPL (>= 2)";"no";"rgl foreach doParallel GA iterators cli crayon Rcpp RcppArmadillo htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget assertthat glue fansi lazyeval R6 digest rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises fastmap BH stringi callr processx ps";45;NA;NA;NA
"kernlab";"0.9-29";"GPL-2";"yes";"";0;"R-kernlab";"kernlab_0.9-29.tar.gz";"0.9-29"
"kernplus";"0.1.2";"GPL-3";"no";"circular mixtools mvtnorm kernlab segmented";5;NA;NA;NA
"kernscr";"1.0.5";"GPL-2 | file LICENSE";"no";"mvtnorm";1;"R-kernscr";"kernscr_1.0.5.tar.gz";"1.0.5"
"KernSmooth";"2.23-17";"Unlimited";"yes";"";0;"R-KernSmooth";"KernSmooth_2.23-17.tar.gz";"2.23-17"
"KernSmoothIRT";"6.4";"GPL-2";"yes";"Rcpp plotrix rgl htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";38;NA;NA;NA
"keyATM";"0.2.2";"GPL-3";"yes";"Rcpp dplyr fastmap ggplot2 ggrepel magrittr purrr quanteda rlang stringr tibble tidyr RcppEigen RcppProgress ellipsis generics glue lifecycle R6 tidyselect vctrs digest gtable isoband scales withr data.table extrafont fastmatch jsonlite network RcppParallel sna SnowballC stopwords stringi xml2 yaml proxyC RcppArmadillo cli crayon fansi pillar pkgconfig assertthat extrafontdb Rttf2pt1 testthat utf8 farver labeling munsell RColorBrewer viridisLite statnet.common ISOcodes usethis desc rprojroot colorspace coda evaluate pkgload praise clipr curl fs gh git2r rematch2 rstudioapi whisker ini httr pkgbuild backports mime openssl callr prettyunits processx askpass sys ps";85;NA;NA;NA
"keyholder";"0.1.5";"MIT + file LICENSE";"no";"dplyr rlang tibble ellipsis generics glue lifecycle magrittr R6 tidyselect vctrs cli crayon fansi pillar pkgconfig assertthat utf8 purrr digest";20;NA;NA;NA
"keyplayer";"1.0.3";"GPL-3";"no";"igraph sna matpow magrittr pkgconfig statnet.common network tibble coda cli crayon ellipsis fansi lifecycle pillar rlang vctrs assertthat glue utf8 digest";21;NA;NA;NA
"keypress";"1.2.0";"MIT + file LICENSE";"yes";"";0;"R-keypress";"keypress_1.2.0.tar.gz";"1.2.0"
"keyring";"1.1.0";"MIT + file LICENSE";"yes";"assertthat getPass openssl R6 sodium yaml filelock rappdirs rstudioapi askpass sys";11;NA;NA;NA
"keyringr";"0.4.0";"MIT + file LICENSE";"no";"stringr glue magrittr stringi";4;"R-keyringr";"keyringr_0.4.0.tar.gz";"0.4.0"
"KFAS";"1.3.7";"GPL (>= 2)";"yes";"";0;"R-KFAS";"KFAS_1.3.7.tar.gz";"1.3.7"
"kfda";"1.0.0";"GPL-3";"no";"kernlab";1;"R-kfda";"kfda_1.0.0.tar.gz";"1.0.0"
"kfigr";"1.2";"GPL (>= 3)";"no";"knitr evaluate highr markdown stringr yaml xfun mime glue magrittr stringi";11;NA;NA;NA
"KFKSDS";"1.6";"GPL-2";"yes";"";0;NA;NA;NA
"kgc";"1.0.0.2";"BSD_2_clause + file LICENSE";"no";"shiny shinythemes plyr Rcpp httpuv mime jsonlite xtable digest htmltools R6 sourcetools later promises crayon rlang fastmap BH magrittr";19;NA;NA;NA
"KGode";"1.0.1";"GPL (>= 2)";"no";"R6 pracma pspline mvtnorm";4;"R-KGode";"KGode_1.0.1.tar.gz";"1.0.1"
"kgschart";"1.3.5";"MIT + file LICENSE";"no";"abind deepnet ggplot2 gridExtra magrittr matrixStats png shiny stringr digest glue gtable isoband rlang scales tibble withr httpuv mime jsonlite xtable htmltools R6 sourcetools later promises crayon fastmap stringi Rcpp BH testthat farver labeling lifecycle munsell RColorBrewer viridisLite cli ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";59;NA;NA;NA
"khroma";"1.3.0";"GPL-3";"no";"";0;"R-khroma";"khroma_1.3.0.tar.gz";"1.3.0"
"kidney.epi";"1.2.0";"LGPL (>= 2)";"no";"";0;"R-kidney.epi";"kidney.epi_1.2.0.tar.gz";"1.2.0"
"kimisc";"0.4";"GPL-3";"no";"memoise plyr pryr digest Rcpp stringr glue magrittr stringi";9;NA;NA;NA
"kin.cohort";"0.7";"GPL (>= 2)";"no";"";0;"R-kin.cohort";"kin.cohort_0.7.tar.gz";"0.7"
"kineticF";"1.0";"GPL (>= 2)";"no";"circular lqmm splancs sp plotrix mvtnorm SparseGrid";7;"R-kineticF";"kineticF_1.0.tar.gz";"1.0"
"kinship2";"1.8.5";"GPL (>= 2)";"no";"quadprog";1;"R-kinship2";"kinship2_1.8.5.tar.gz";"1.8.5"
"kirby21.base";"1.7.0";"GPL-2";"no";"git2r";1;NA;NA;NA
"kirby21.fmri";"1.7.0";"GPL-2";"no";"kirby21.base git2r";2;NA;NA;NA
"kirby21.t1";"1.7.0";"GPL-2";"no";"kirby21.base git2r";2;NA;NA;NA
"kissmig";"1.0-3";"GPL (>= 3)";"yes";"raster sp Rcpp";3;NA;NA;NA
"kit";"0.0.2";"GPL-3";"yes";"";0;NA;NA;NA
"kitagawa";"2.2-2";"GPL (>= 2)";"no";"kelvin Bessel Rmpfr gmp";4;NA;NA;NA
